"id","name","description","img"
"640c2dd963a319ea671e385a",White Wine Vinegar,"Wine vinegar is made from red or white wine, and is the most commonly used vinegar in Southern and Central Europe, Cyprus and Israel. As with wine, there is a considerable range in quality. Better-quality wine vinegars are matured in wood for up to two years, and exhibit a complex, mellow flavor. Wine vinegar tends to have a lower acidity than white or cider vinegars. More expensive wine vinegars are made from individual varieties of wine, such as champagne, sherry, or pinot gris.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e385a.png
"640c2dd963a319ea671e36f3",Green Olives,"Olives that are harvested before they are fully ripe and have a firm texture and slightly bitter flavor commonly used in salads, sandwiches, and as a snack.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36f3.png
"640c2dd963a319ea671e37b3",Pappardelle Pasta,"A broad, flat pasta noodle that originated in Tuscany, Italy. Pappardelle is often served with rich, meaty sauces.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37b3.png
"640c2dd963a319ea671e37b4",Paccheri Pasta,"A large, tube-shaped pasta noodle that originated in Southern Italy. Paccheri is often stuffed and baked, or served with tomato-based sauces.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37b4.png
"640c2dd963a319ea671e36ab",Coconut Milk,"A milky liquid made from coconut meat, commonly used in Indian, Thai, and other Southeast Asian cuisine to add flavor and creaminess to dishes.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36ab.png
"640c2dd963a319ea671e375e",Salt,"Crystalline mineral made of sodium chloride, commonly used as a seasoning and preservative in cooking and food preparation.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e375e.png
"640c2dd963a319ea671e36fe",Horseradish,"Horseradish is a pungent root vegetable that is often grated and used as a condiment or flavoring agent. It is commonly used in sauces, dressings, and as a garnish for dishes like roast beef or smoked fish.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36fe.png
"640c2dd963a319ea671e382f",Tiger Prawns,A large species of prawn known for their distinctive stripes and sweet flavor.,https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e382f.png
"640c2dd963a319ea671e3694",Chicken Breasts,"A cut of chicken meat that comes from the breast of the bird. It is lean and versatile, and can be cooked in a variety of ways, such as grilling, roasting, or pan-frying.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3694.png
"640c2dd963a319ea671e37fd",Ham,"A cut of meat from the hind leg of a pig that is typically cured or smoked, and is commonly used in sandwiches, salads, and as a flavoring for soups and stews.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37fd.png
"640c2dd963a319ea671e36d5",Flaked Almonds,Sliced or chopped almonds commonly used in baking and as a topping for salads and desserts.,https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36d5.png
"640c2dd963a319ea671e370c",Lamb Loin Chops,A type of lamb chop that comes from the loin area of the animal. Lamb loin chops are tender and flavorful and can be cooked quickly over high heat.,https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e370c.png
"640c2dd963a319ea671e3689",Celeriac,"A root vegetable that is related to celery, with a knobby, rough exterior and a creamy-white interior that is often used in soups, stews, and purees, with a mild and slightly sweet flavor.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3689.png
"640c2dd963a319ea671e3667",Basil,"Basil, also called great basil, is a culinary herb of the family Lamiaceae (mints). Basil is native to tropical regions from central Africa to Southeast Asia. It is a tender plant, and is used in cuisines worldwide. Depending on the species and cultivar, the leaves may taste somewhat like anise, with a strong, pungent, often sweet smell.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3667.png
"640c2dd963a319ea671e3693",Chicken Breast,"A cut of chicken meat that comes from the breast of the bird. It is lean and versatile, and can be cooked in a variety of ways, such as grilling, roasting, or pan-frying.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3693.png
"640c2dd963a319ea671e3867",Filo Pastry,"Filo or phyllo (Greek: φύλλο ""leaf"") is a very thin unleavened dough used for making pastries such as baklava and börek in Middle Eastern and Balkan cuisines. Filo-based pastries are made by layering many sheets of filo brushed with oil or butter; the pastry is then baked.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3867.png
"640c2dd963a319ea671e36a7",Cloves,"A pungent spice commonly used in baking and cooking, made from the dried flower buds of the clove tree.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36a7.png
"640c2dd963a319ea671e3765",Shallots,"Shallots are a type of onion that have a milder flavor than regular onions. They are typically smaller and have a brownish-red skin, and are often used in French cooking.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3765.png
"640c2dd963a319ea671e3811",Yellow Food Colouring,A type of food coloring used to add a bright yellow color to foods and drinks.,https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3811.png
"640c2dd963a319ea671e36a3",Christmas Pudding,"A traditional British dessert that is typically served during the Christmas season, made with dried fruit, spices, and suet, and often served with brandy butter or custard.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36a3.png
"640c2dd963a319ea671e37ca",Haricot Beans,"Also known as navy beans, small white beans with a mild flavor and creamy texture, often used in soups, stews, and casseroles.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37ca.png
"640c2dd963a319ea671e37d9",Maple Syrup,"A sweet and flavorful syrup made from the sap of maple trees, often used as a topping for pancakes, waffles, or oatmeal.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37d9.png
"640c2dd963a319ea671e373d",Pecorino,"A hard, salty cheese made from sheep's milk, commonly used in Italian cooking for its sharp, tangy flavor.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e373d.png
"640c2dd963a319ea671e3729",Mustard Seeds,"Small, round seeds that are derived from the mustard plant, and are often used as a spice in cooking and seasoning for their pungent and tangy flavor.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3729.png
"640c2dd963a319ea671e3726",Mushrooms,"Fungi that are used in cooking and have a wide variety of shapes, sizes, and flavors, ranging from delicate and earthy to meaty and umami.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3726.png
"640c2dd963a319ea671e3676",Bramley Apples,"A type of apple that is popular in the UK and Ireland, known for its tart flavor and firm texture, which makes it ideal for cooking and baking.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3676.png
"640c2dd963a319ea671e37a4",Corn Flour,"A fine, powdery flour made by grinding dried corn kernels, commonly used as a thickener in soups, stews, and sauces.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37a4.png
"640c2dd963a319ea671e37ff",Stout,"A dark, rich beer that is made using roasted malts, often with a creamy and smooth texture.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37ff.png
"640c2dd963a319ea671e3672",Black Pepper,"Black pepper (Piper nigrum) is a flowering vine in the family Piperaceae, cultivated for its fruit, known as a peppercorn, which is usually dried and used as a spice and seasoning. When fresh and fully mature, it is about 5 mm (0.20 in) in diameter and dark red, and contains a single seed, like all drupes. Peppercorns and the ground pepper derived from them may be described simply as pepper, or more precisely as black pepper (cooked and dried unripe fruit), green pepper (dried unripe fruit), or white pepper (ripe fruit seeds). Black pepper is native to present-day Kerala in Southwestern India, and is extensively cultivated there and elsewhere in tropical regions. Vietnam is the world's largest producer and exporter of pepper, producing 34% of the world's crop, as of 2013.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3672.png
"640c2dd963a319ea671e3718",Macaroni,"Macaroni is a type of pasta that is typically tubular in shape and has a smooth, cylindrical surface. It is commonly used in pasta dishes such as macaroni and cheese, and can also be used in salads and soups.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3718.png
"640c2dd963a319ea671e378f",Water,"A transparent, odorless, tasteless liquid that is essential for most forms of life.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e378f.png
"640c2dd963a319ea671e3746",Potatoes,"A starchy root vegetable that is commonly used in cooking and is a good source of carbohydrates, fiber, and vitamins.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3746.png
"640c2dd963a319ea671e36c8",Egg White,"",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36c8.png
"640c2dd963a319ea671e37ae",Onion,"A bulb-shaped vegetable with multiple layers of papery skin and a pungent, sweet flavor, often used as a base for soups, stews, and sauces or caramelized as a topping for pizza or sandwiches.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37ae.png
"640c2dd963a319ea671e3716",Lime,"Limes are a citrus fruit that are typically green in color and have a tart, acidic flavor. They are commonly used as a flavoring agent in cooking, baking, and beverages, and are also a source of vitamin C.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3716.png
"640c2dd963a319ea671e36cf",Farfalle,A type of pasta shaped like a bow tie or butterfly.,https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36cf.png
"640c2dd963a319ea671e36bf",Diced Tomatoes,"Tomatoes that have been chopped into small, evenly sized pieces. They are often canned and used in soups, stews, sauces, and other dishes.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36bf.png
"640c2dd963a319ea671e387d",Pita Bread,"Pita or pitta, is a family of yeast-leavened round flatbreads baked from wheat flour, common in the Mediterranean, Middle East, and neighboring areas.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e387d.png
"640c2dd963a319ea671e3806",Raisins,"Dried grapes that are small, sweet and chewy, often used in baking and as a snack.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3806.png
"640c2dd963a319ea671e3754",Rice Noodles,"Thin, translucent noodles made from rice flour and water and commonly used in Southeast Asian cuisine, such as in pho or pad thai.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3754.png
"640c2dd963a319ea671e3822",Bouquet Garni,"A bundle of herbs, typically including bay leaves, thyme, and parsley, used to flavor soups, stews, and other dishes",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3822.png
"640c2dd963a319ea671e3846",Water Chestnut,"Eleocharis dulcis, the Chinese water chestnut or water chestnut, is a grass-like sedge native to Asia (China, Japan, India, Philippines, etc.), Australia, tropical Africa, and various islands of the Pacific and Indian Oceans. It is grown in many countries for its edible corms. The water chestnut is not a nut at all, but an aquatic vegetable that grows in marshes, under water, in the mud. It has stem-like, tubular green leaves that grow to about 1.5 m. The water caltrop, which also is referred to by the same name, is unrelated and often confused with the water chestnut. The small, rounded corms have a crisp, white flesh and may be eaten raw, slightly boiled, or grilled, and often are pickled or tinned. They are a popular ingredient in Chinese dishes. In China, they are most often eaten raw, sometimes sweetened. They also may be ground into a flour form used for making water chestnut cake, which is common as part of dim sum cuisine. They are unusual among vegetables for remaining crisp even after being cooked or canned, because their cell walls are cross-linked and strengthened by certain phenolic compounds, such as oligomers of ferulic acid. This property is shared by other vegetables that remain crisp in this manner, including the tiger nut and lotus root. The corms contain the antibiotic agent puchiin, which is stable to high temperature. Apart from the edible corms, the leaves can be used for cattlefeed, mulch or compost. The corms are rich in carbohydrates (about 90% by dry weight), especially starch (about 60% by dry weight), and are also a good source of dietary fiber, riboflavin, vitamin B6, potassium, copper, and manganese. If eaten uncooked, the surface of the plants may transmit fasciolopsiasis.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3846.png
"640c2dd963a319ea671e37be",Lamb Shoulder,"Meat from the shoulder of a young sheep, commonly used for slow cooking and stews.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37be.png
"640c2dd963a319ea671e36cc",English Mustard,"A spicy, yellowish-brown mustard commonly used in British cuisine for sandwiches, dressings, and sauces.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36cc.png
"640c2dd963a319ea671e3709",King Prawns,"A large, meaty type of shrimp that is often used in seafood dishes. King prawns have a sweet, delicate flavor and a firm texture when cooked.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3709.png
"640c2dd963a319ea671e3750",Red Pepper Flakes,Dried and crushed red chili peppers often used as a spice to add heat and flavor to dishes.,https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3750.png
"640c2dd963a319ea671e3795",Whole Milk,"Milk that has not had its fat content reduced or removed, typically containing around 3.25% fat.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3795.png
"640c2dd963a319ea671e386d",Mixed Spice,"Mixed spice, also called pudding spice, is a British[1] blend of sweet spices, similar to the pumpkin pie spice used in the United States. Cinnamon is the dominant flavour, with nutmeg and allspice. It is often used in baking, or to complement fruits or other sweet foods.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e386d.png
"640c2dd963a319ea671e3875",Yukon Gold Potatoes,"Yukon Gold is a large cultivar of potato most distinctly characterized by its thin, smooth, eye-free skin and yellow-tinged flesh. This potato was developed in the 1960s by Garnet Johnston in Guelph, Ontario, Canada, with the help of Geoff Rowberry at the University of Guelph. The official cross was made in 1966 and Yukon Gold was finally released into the market in 1980.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3875.png
"640c2dd963a319ea671e3844",Malt Vinegar,"Vinegar is a liquid consisting of about 5–20% acetic acid (CH3COOH), water, and other trace chemicals, which may include flavorings. The acetic acid is produced by the fermentation of ethanol by acetic acid bacteria. Vinegar is now mainly used as a cooking ingredient, or in pickling. As the most easily manufactured mild acid, it has historically had a great variety of industrial, medical, and domestic uses, some of which (such as its use as a general household cleaner) are still commonly practiced today. Commercial vinegar is produced either by a fast or a slow fermentation process. In general, slow methods are used in traditional vinegars where fermentation proceeds slowly over the course of a few months or up to a year. The longer fermentation period allows for the accumulation of a non-toxic slime composed of acetic acid bacteria. Fast methods add mother of vinegar (bacterial culture) to the source liquid before adding air to oxygenate and promote the fastest fermentation. In fast production processes, vinegar may be produced between 20 hours to three days.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3844.png
"640c2dd963a319ea671e3849",Fermented Black Beans,"Douchi (Chinese: 豆豉; pinyin: dòuchǐ), or tochi is a type of fermented and salted black soybean. In English, it is known as fermented black soybeans, Chinese fermented black beans (Chinese: 黑豆豆豉; pinyin: hēidòu dòuchǐ), salted black beans, salty black beans, or just black beans. They are a flavoring most popular in the cuisine of China, where they are most widely used for making black bean sauce dishes.[1][page needed] Douchi is made by fermenting and salting black soybeans. The black type soybean is most commonly used and the process turns the beans soft, and mostly semi-dry (if the beans are allowed to dry). Regular soybeans (white soybeans) are also used, but this does not produce ""salted black beans""; instead, these beans become brown. The smell is sharp, pungent, and spicy; the taste is salty, somewhat bitter and sweet.[citation needed] The product made with white soybeans is called mianchi. The process and product are similar to ogiri and iru, both being African fermented bean products[citation needed]. Douchi, ""Chinese salted black beans"", and ""black soybeans"" should not be confused with the black turtle bean, a variety of common bean that is commonly used in the cuisines of Central America, South America, and the Caribbean.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3849.png
"640c2dd963a319ea671e3874",Pork Chops,"A pork chop, like other meat chops, is a loin cut taken perpendicular to the spine of the pig and usually containing a rib or part of a vertebra. Pork chops are not processed and are leaner than other cuts of pork. Chops are commonly served as an individual portion.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3874.png
"640c2dd963a319ea671e3741",Pitted Black Olives,"Pitted black olives are ripe olives that have had their pits removed. They are a popular ingredient in Mediterranean and Italian cuisine, and are often used as a topping for pizza, in salads, or as a flavoring in dips and spreads.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3741.png
"640c2dd963a319ea671e3854",Wood Ear Mushrooms,"Auricularia auricula-judae, known as the Jew's ear, wood ear, jelly ear or by a number of other common names, is a species of edible Auriculariales fungus found worldwide. The fruiting body is distinguished by its noticeably ear-like shape and brown colouration; it grows upon wood, especially elder. Its specific epithet is derived from the belief that Judas Iscariot hanged himself from an elder tree; the common name ""Judas's ear"" was largely eclipsed by the corruption ""Jew's ear"", while today ""jelly ear"" and other names are sometimes used. The fungus can be found throughout the year in temperate regions worldwide, where it grows upon both dead and living wood. In the West, A. auricula-judae was used in folk medicine as recently as the 19th century for complaints including sore throats, sore eyes and jaundice, and as an astringent. Although it is not widely consumed in the West, it has long been popular in China, to the extent that Australia exported large volumes to China in the early twentieth century. Today, the fungus is a popular ingredient in many Chinese dishes, such as hot and sour soup, and also used in Chinese medicine. It is also used in Ghana, as a blood tonic. Modern research into possible medical applications has variously concluded that A. auricula-judae has antitumour, hypoglycemic, anticoagulant and cholesterol-lowering properties.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3854.png
"640c2dd963a319ea671e37a6",Fideo,"A type of thin, spaghetti-like pasta commonly used in Mexican cuisine, often toasted before being added to soups or stews.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37a6.png
"640c2dd963a319ea671e3711",Lemon,"A citrus fruit that has a sour, acidic flavor and is often used in cooking and baking to add tartness and brightness to dishes. Lemon juice and zest are commonly used in marinades, dressings, and desserts.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3711.png
"640c2dd963a319ea671e3883",Iceberg Lettuce,Iceberg is a variety of lettuce with crisp leaves that grow in a spherical head resembling cabbage. It is considered one of the sweeter lettuce varieties like romaine and butterhead. Mature iceberg lettuce grows to about one foot in diameter.,https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3883.png
"640c2dd963a319ea671e37ba",Passata,"Tomato puree made from strained and cooked tomatoes, commonly used as a base for pasta sauces.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37ba.png
"640c2dd963a319ea671e37b0",Duck,"A domesticated bird that is commonly used for meat. Duck meat is known for its rich, gamey flavor and is often roasted or grilled.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37b0.png
"640c2dd963a319ea671e365f",Avocado,"The avocado, a tree with probable origin in South Central Mexico, is classified as a member of the flowering plant family Lauraceae. The fruit of the plant, also called an avocado (or avocado pear or alligator pear), is botanically a large berry containing a single large seed. Avocados are commercially valuable and are cultivated in tropical and Mediterranean climates throughout the world. They have a green-skinned, fleshy body that may be pear-shaped, egg-shaped, or spherical. Commercially, they ripen after harvesting. Avocado trees are partially self-pollinating, and are often propagated through grafting to maintain predictable fruit quality and quantity. In 2017, Mexico produced 34% of the world supply of avocados.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e365f.png
"640c2dd963a319ea671e3730",Orange Zest,"The outermost layer of the orange peel, used in cooking for its fragrant and flavorful oils.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3730.png
"640c2dd963a319ea671e36b7",Cucumber,"A green vegetable that is often used in salads and sandwiches. It has a crunchy texture and a mild, refreshing flavor.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36b7.png
"640c2dd963a319ea671e368c",Challots,"A type of onion that has a mild, sweet flavor and a distinctive bulb shape, often used in French cuisine to add flavor to sauces, dressings, and other dishes.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e368c.png
"640c2dd963a319ea671e36a0",Chopped Parsley,"Fresh parsley that has been chopped finely, commonly used as a garnish or flavoring in salads, soups, and other dishes.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36a0.png
"640c2dd963a319ea671e3799",Yogurt,"A dairy product made by fermenting milk with live bacteria cultures, resulting in a thick, creamy texture and tangy flavor. Often consumed as a snack or used as an ingredient in cooking and baking.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3799.png
"640c2dd963a319ea671e3738",Parsley,"A herb with a mild, slightly bitter flavor, commonly used in Mediterranean and Middle Eastern cooking as a garnish or seasoning.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3738.png
"640c2dd963a319ea671e374a",Raw King Prawns,"Large, uncooked prawns that are typically used in dishes such as stir-fries, curries, and soups. They have a firm texture and a slightly sweet flavor.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e374a.png
"640c2dd963a319ea671e375a",Saffron,"Spice derived from the stigma of the saffron crocus flower, with a pungent flavor and bright yellow-orange color, often used in rice dishes, paella, and bouillabaisse.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e375a.png
"640c2dd963a319ea671e373b",Peanuts,"A legume with a thin, papery skin and a high oil content, commonly eaten roasted or boiled as a snack, or used in cooking and baking.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e373b.png
"640c2dd963a319ea671e372f",Orange,"A citrus fruit with a tough, bright orange rind and juicy, pulpy flesh that can be eaten raw or used in cooking and baking.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e372f.png
"640c2dd963a319ea671e36f7",Ground Cumin,"Ground cumin is a spice made from the dried seeds of the cumin plant. It is commonly used in Indian, Middle Eastern, and Mexican cuisine to add a warm, earthy flavor to dishes.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36f7.png
"640c2dd963a319ea671e3766",Shredded Mexican Cheese,"Shredded Mexican cheese is a blend of cheeses that is commonly used in Mexican cuisine. It typically contains a mixture of Cheddar, Monterey Jack, and other cheeses, and is often used in dishes like tacos, burritos, and enchiladas.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3766.png
"640c2dd963a319ea671e3841",Oxtail,"Oxtail (occasionally spelled ox tail or ox-tail) is the culinary name for the tail of cattle. Formerly, it referred only to the tail of an ox or steer, a bullock (a castrated male).[citation needed] An oxtail typically weighs 2 to 4 lbs. (1–1.8 kg) and is skinned and cut into short lengths for sale. Oxtail is a bony, gelatin-rich meat, which is usually slow-cooked as a stew[1] or braised. It is a traditional stock base for a soup. Traditional preparations involve slow cooking, so some modern recipes take a shortcut using a pressure cooker. Oxtail is the main ingredient of the Italian dish coda alla vaccinara (a classic of Roman cuisine). It is a popular flavour for powder, instant and premade canned soups in the United Kingdom and Ireland. Oxtails are also one of the popular bases for Russian aspic appetizer dishes (холодец or студень), along with pig trotters or ears or cow ""knees"", but are the preferred ingredients among Russian Jews because they can be Kosher. Versions of oxtail soup are popular traditional dishes in South America, West Africa, China, Spain [2] and Indonesia. In Chinese cuisine, it's usually made into a soup called 牛尾汤 (niúwěi tāng, ""oxtail soup""). In Korean cuisine, a soup made with oxtail is called kkori gomtang (see gomguk). It is a thick soup seasoned with salt and eaten with a bowl of rice. It can be used as a stock for making tteokguk (rice cake soup). Stewed oxtail with butter bean or as main dish (with rice) is popular in Jamaica, Trinidad, and other West Indian cultures. Oxtail is also very popular in South Africa where it is often cooked in a traditional skillet called a potjie, which is a three-legged cast iron pot placed over an open fire. Oxtail is also eaten in other southern parts of Africa like Zimbabwe and served with sadza and greens. In the United States, oxtail is a mainstay in African American and West Indian households. In Cuban cuisine, a stew can be made from oxtail called rabo encendido. In the Philippines, it is prepared in a peanut based stew called Kare-kare. In Iran, Oxtail is slow-cooked and served as a substitute for shank in a main dish called Baghla-Poli-Mahicheh which is prepared with rice, shank (or oxtail) and a mixture of herbs including dill, coriander, parsley and garlic. In the United States, oxtail has the meat-cutting classification NAMP 1791.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3841.png
"640c2dd963a319ea671e37f7",Mirin,A type of sweet rice wine that is commonly used in Japanese cuisine for its mild sweetness and ability to balance flavors in dishes like teriyaki sauce.,https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37f7.png
"640c2dd963a319ea671e3800",Lard,Rendered pork fat that is often used in cooking and baking for added flavor and texture.,https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3800.png
"640c2dd963a319ea671e368b",Celery Salt,"A seasoning made from ground celery seeds and salt, often used as a flavoring for snacks, seasonings, and condiments, such as Bloody Mary cocktails, pickles, and potato chips.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e368b.png
"640c2dd963a319ea671e36d4",Fish Sauce,"A pungent, salty sauce made from fermented fish commonly used in Southeast Asian cuisine as a seasoning and condiment.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36d4.png
"640c2dd963a319ea671e36dc",French Lentils,"Small, greenish-brown lentils that have a slightly nutty flavor and a firm texture. They hold their shape well when cooked and are often used in salads and stews.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36dc.png
"640c2dd963a319ea671e3752",Refried Beans,"Cooked and mashed beans, typically pinto beans, that are fried in oil or lard along with various seasonings and often used as a filling in burritos, tacos, and other Mexican dishes.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3752.png
"640c2dd963a319ea671e36bd",Dark Soy Sauce,"A type of soy sauce that is aged for a longer period of time than light soy sauce, giving it a darker color, thicker consistency, and more intense flavor. It is often used in marinades, stir-fries, and braised dishes.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36bd.png
"640c2dd963a319ea671e36e6",Garlic Sauce,"A sauce made from garlic, often combined with other ingredients such as lemon juice, olive oil, and herbs, commonly used as a dip or condiment.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36e6.png
"640c2dd963a319ea671e3707",Kale,A leafy green vegetable that is a member of the cabbage family. Kale is known for its nutrient density and can be eaten raw or cooked in a variety of dishes.,https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3707.png
"640c2dd963a319ea671e36da","Free-range Egg, Beaten",A chicken egg from free-range chickens that has been whisked together until the whites and yolks are fully mixed.,https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36da.png
"640c2dd963a319ea671e37ac",Pilchards,"A type of small, oily fish similar to sardines, often canned in oil or tomato sauce and served as a snack or added to pasta dishes.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37ac.png
"640c2dd963a319ea671e3829",Brie,"A soft, creamy cheese with a mild flavor and edible rind, often used in sandwiches and as a topping for crackers and breads",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3829.png
"640c2dd963a319ea671e372a",Nutmeg,"A spice that is made from the seed of the nutmeg tree, and is often used in cooking and baking for its warm, sweet, and spicy flavor.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e372a.png
"640c2dd963a319ea671e37a0",Caramel Sauce,"A sweet, sticky sauce made by heating sugar until it melts and caramelizes, often used as a topping for desserts.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37a0.png
"640c2dd963a319ea671e3717",Little Gem Lettuce,"Little Gem lettuce is a small variety of lettuce that is similar in appearance to romaine lettuce, but smaller and more compact. It has a slightly sweet, nutty flavor and a crisp texture, and is commonly used in salads and sandwiches.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3717.png
"640c2dd963a319ea671e382a",Tarragon Leaves,A popular herb used in French cuisine with a subtle anise flavor.,https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e382a.png
"640c2dd963a319ea671e36f5",Green Salsa,"A salsa made from tomatillos, green chili peppers, onions, and other ingredients resulting in a tangy and slightly spicy flavor commonly used as a dip or condiment.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36f5.png
"640c2dd963a319ea671e3739",Peanut Butter,"A spread made from ground peanuts, commonly used as a sandwich filling and in baking.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3739.png
